BsmtExposure,GarageYrBlt,MasVnrArea,OverallQual,GrLivArea,GarageType,GarageArea,Exterior2nd,1stFlrSF,2ndFlrSF,BsmtQual,FireplaceQu,KitchenQual,Neighborhood,SaleCondition,YearRemodAdd,LandContour,ExterQual,SaleType,GarageFinish,OverallCond,GarageCars,WoodDeckSF,BsmtFinSF1,LotFrontage,YearBuilt,Exterior1st,TotRmsAbvGrd,TotalBsmtSF,SalePrice
3,1999.0,183.0,7,1501,Attchd,577,VinylSd,1501,0,4,0,4,CollgCr,Normal,1999,Lvl,4,WD,RFn,5,2,144,679,78.0,1999,VinylSd,6,1490,204000
0,1963.0,336.0,5,1728,Detchd,504,HdBoard,1728,0,3,0,3,Sawyer,Abnorml,1963,Lvl,3,ConLI,Unf,5,2,0,1332,70.0,1963,HdBoard,10,1728,125000
0,2004.0,50.0,6,1709,Detchd,380,VinylSd,970,739,4,0,4,Edwards,Normal,2006,Lvl,4,WD,Unf,5,2,0,0,24.0,2004,VinylSd,7,970,130000
0,1931.0,0.0,5,875,Detchd,180,Wd Sdng,875,0,3,0,3,BrkSide,Normal,1993,Lvl,3,WD,Unf,7,1,48,209,51.0,1931,Wd Sdng,5,715,105000
0,2001.0,180.0,7,2035,BuiltIn,434,VinylSd,884,1151,4,4,4,Gilbert,Normal,2001,Lvl,4,WD,Fin,5,2,144,0,,2001,VinylSd,8,884,222500
0,,120.0,7,1080,,0,VinylSd,1080,0,4,0,4,SawyerW,Normal,2005,Lvl,3,WD,,5,0,0,680,63.0,2004,VinylSd,6,1080,141000
0,1936.0,0.0,5,1344,Detchd,240,MetalSd,896,448,4,0,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,4,1,200,0,,1936,MetalSd,7,896,115000
2,1975.0,0.0,5,969,Attchd,440,HdBoard,969,0,3,0,3,CollgCr,Normal,1975,Lvl,3,WD,Unf,6,2,0,716,120.0,1975,HdBoard,5,969,122000
3,2007.0,436.0,8,1710,Attchd,866,VinylSd,1710,0,5,4,4,NridgHt,Partial,2008,Lvl,4,New,RFn,5,3,0,1400,107.0,2007,VinylSd,6,1710,372402
0,1971.0,252.0,6,1993,Attchd,495,HdBoard,1097,896,3,4,3,NWAmes,Normal,1971,Lvl,3,WD,RFn,5,2,0,416,,1971,HdBoard,8,825,190000
3,1960.0,0.0,6,1252,Attchd,564,Plywood,1252,0,4,4,3,ClearCr,Normal,1975,Lvl,3,WD,RFn,7,2,409,429,,1960,BrkFace,4,1602,235000
0,1923.0,0.0,6,1200,Detchd,312,Wd Sdng,1200,0,3,0,3,OldTown,Family,1950,Lvl,3,WD,Unf,5,1,0,0,84.0,1923,Wd Sdng,7,1200,125000
0,,0.0,6,1096,,0,Wd Sdng,572,524,3,0,3,Edwards,Normal,1950,Lvl,3,WD,,5,0,0,0,60.0,1924,Wd Sdng,5,572,79000
0,1950.0,0.0,5,1040,Detchd,625,Wd Sdng,1040,0,0,0,3,NAmes,Normal,1950,Lvl,3,WD,Unf,7,2,0,0,60.0,1950,Wd Sdng,5,0,109500
0,2009.0,84.0,8,1968,BuiltIn,680,VinylSd,774,1194,5,4,5,Timber,Partial,2010,Lvl,4,New,Fin,5,3,0,0,92.0,2009,VinylSd,8,774,269500
0,2004.0,0.0,7,1947,Attchd,678,VinylSd,991,956,4,4,4,Somerst,Normal,2005,Lvl,4,WD,RFn,5,2,0,222,100.0,2004,VinylSd,8,991,254900
1,2006.0,456.0,7,2462,Attchd,576,VinylSd,1392,1070,4,4,4,Gilbert,Partial,2006,HLS,4,New,RFn,5,2,239,57,134.0,2005,VinylSd,9,1392,320000
0,1984.0,0.0,6,1232,Attchd,516,Plywood,1232,0,4,0,3,Veenker,Normal,1984,Lvl,3,WD,Unf,6,2,0,660,,1984,Plywood,6,1232,162500
2,2003.0,664.0,9,2668,BuiltIn,726,VinylSd,1572,1096,5,4,5,NridgHt,Normal,2004,Lvl,4,WD,Fin,5,3,400,1016,110.0,2003,VinylSd,10,1572,412500
1,2005.0,226.0,7,1541,Attchd,532,VinylSd,1541,0,4,4,4,NridgHt,Partial,2005,Lvl,4,New,RFn,5,2,0,1201,95.0,2005,VinylSd,7,1541,220000
0,,0.0,4,882,,0,MetalSd,882,0,3,0,3,OldTown,Normal,1956,Lvl,3,WD,,6,0,0,0,55.0,1956,MetalSd,4,882,103200
1,1926.0,0.0,6,1616,Detchd,216,MetalSd,1149,467,3,0,4,OldTown,Normal,2004,Lvl,3,WD,Unf,7,1,0,370,40.0,1926,MetalSd,5,1149,152000
0,,0.0,5,1355,,0,Wd Sdng,808,547,3,0,3,Edwards,Normal,1999,Lvl,3,WD,,7,0,140,351,62.0,1940,Wd Sdng,6,644,127500
0,1955.0,0.0,5,1867,Attchd,303,Wd Sdng,1867,0,3,4,3,ClearCr,Normal,1993,Lvl,4,COD,Fin,5,1,476,379,,1955,Wd Sdng,7,1617,190000
0,2007.0,300.0,8,2161,Attchd,789,VinylSd,1610,551,5,4,5,NridgHt,Partial,2007,Lvl,4,New,Fin,5,3,178,1288,86.0,2007,VinylSd,8,1582,325624
0,2004.0,0.0,7,1720,Attchd,440,VinylSd,840,880,4,4,4,Gilbert,Normal,2004,Lvl,4,WD,Fin,5,2,100,0,62.0,2004,VinylSd,7,840,183500
0,1981.0,653.0,8,1707,Attchd,511,Plywood,1707,0,4,3,3,Timber,Normal,1981,Lvl,4,WD,RFn,6,2,574,0,,1981,Plywood,6,1686,228000
0,1991.0,0.0,5,1382,Detchd,660,MetalSd,854,0,3,0,3,OldTown,Normal,1950,Lvl,3,WD,Unf,6,2,237,360,,1941,MetalSd,7,720,128500
3,1960.0,112.0,6,1656,Attchd,528,Plywood,1656,0,3,4,3,NAmes,Normal,1960,Lvl,3,WD,Fin,5,2,210,639,141.0,1960,BrkFace,7,1080,215000
0,1987.0,0.0,7,1767,Attchd,504,HdBoard,1064,703,4,3,4,StoneBr,Normal,1987,Lvl,4,WD,RFn,7,2,441,495,44.0,1987,HdBoard,5,1064,239000
0,1961.0,491.0,6,1362,Attchd,504,Wd Shng,1362,0,3,3,3,NAmes,Normal,1961,Lvl,3,COD,Unf,5,2,0,288,80.0,1961,WdShing,6,1362,163000
0,1986.0,132.0,6,1651,Attchd,616,Plywood,1651,0,4,3,3,Timber,Normal,1986,Lvl,3,WD,Fin,5,2,192,1398,47.0,1986,VinylSd,7,1606,184000
2,1950.0,0.0,6,2158,Attchd,576,Wd Shng,2158,0,3,4,4,Edwards,Normal,2001,Lvl,3,WD,Unf,7,2,0,477,84.0,1950,WdShing,7,1202,243000
0,1988.0,268.0,6,2060,Attchd,521,Plywood,1164,896,4,3,3,ClearCr,Normal,1989,Lvl,4,WD,Unf,5,2,0,831,97.0,1988,Plywood,8,1151,211000
0,1958.0,0.0,5,1920,Attchd,451,MetalSd,1252,668,3,4,4,Sawyer,Normal,1958,Lvl,4,WD,Unf,5,2,0,57,,1958,MetalSd,8,1052,172500
0,2009.0,748.0,9,2234,Attchd,1166,VinylSd,2234,0,5,4,5,StoneBr,Partial,2009,Lvl,5,New,Fin,5,3,0,1904,63.0,2008,VinylSd,9,2216,501837
0,1935.0,0.0,5,968,Detchd,480,Wd Sdng,968,0,3,0,3,OldTown,Normal,2006,Lvl,4,WD,Unf,6,2,0,0,60.0,1923,Wd Sdng,5,968,100000
0,2000.0,456.0,6,1525,Detchd,440,MetalSd,769,756,4,3,4,Somerst,Normal,2000,Lvl,4,WD,Unf,5,2,0,436,,2000,MetalSd,5,756,177000
0,1920.0,0.0,7,1802,Detchd,216,Stucco,901,901,2,4,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,6,1,0,352,54.0,1920,Stucco,9,793,200100
0,1957.0,98.0,5,1340,Attchd,252,Wd Sdng,1340,0,0,4,3,Edwards,Normal,2006,Lvl,3,WD,RFn,6,1,116,0,60.0,1957,Wd Sdng,7,0,120000
0,2003.0,0.0,7,2082,Detchd,484,VinylSd,1362,720,4,0,4,OldTown,Normal,2003,Lvl,3,WD,Unf,5,2,280,0,63.0,2003,VinylSd,6,1362,200000
0,1986.0,0.0,5,1252,Attchd,576,Plywood,936,316,2,0,3,BrkSide,Normal,1991,Lvl,3,WD,Unf,8,2,104,0,92.0,1908,AsbShng,5,504,127000
1,1993.0,0.0,10,3608,Detchd,840,Wd Sdng,1518,1518,3,3,5,OldTown,Normal,1993,Lvl,4,WD,Unf,9,3,0,0,90.0,1892,Wd Sdng,12,1107,475000
2,1990.0,0.0,7,1217,Attchd,497,HdBoard,1217,0,4,0,4,Mitchel,Normal,1991,Lvl,3,WD,Unf,5,2,168,611,,1990,HdBoard,6,1188,173000
0,1916.0,0.0,5,1656,Detchd,180,HdBoard,808,704,2,0,3,OldTown,Normal,1987,Lvl,3,WD,Unf,7,1,0,0,60.0,1916,HdBoard,8,660,135000
2,1979.0,275.0,5,1224,Detchd,528,Plywood,1224,0,4,3,3,SawyerW,Alloca,1979,Bnk,3,WD,Unf,5,2,120,1086,64.0,1979,Plywood,6,1086,153337
2,2001.0,0.0,8,1593,Attchd,682,CmentBd,1593,0,5,4,5,StoneBr,Normal,2002,Lvl,4,WD,Fin,5,2,0,1153,41.0,2001,CemntBd,5,1593,286000
0,1932.0,0.0,8,2727,Detchd,440,BrkFace,1549,1178,4,3,4,Crawfor,Normal,1994,Bnk,4,WD,Unf,8,2,0,297,70.0,1932,BrkFace,10,853,315000
0,1972.0,138.0,7,1479,Attchd,484,HdBoard,725,754,3,0,4,NAmes,Normal,2004,Lvl,3,WD,Fin,9,2,0,626,,1972,HdBoard,7,725,184000
2,1999.0,0.0,7,1431,Attchd,666,VinylSd,1431,0,4,0,4,CollgCr,Normal,1999,Lvl,4,WD,Fin,5,2,0,560,68.0,1999,VinylSd,6,1431,192000
0,2004.0,50.0,7,1709,Detchd,380,VinylSd,970,739,4,0,4,Edwards,Normal,2004,Lvl,4,WD,Unf,5,2,0,0,24.0,2004,VinylSd,7,970,130000
2,1989.0,0.0,5,864,Detchd,352,HdBoard,864,0,3,0,3,CollgCr,Normal,1972,Lvl,3,WD,Unf,7,1,0,390,60.0,1972,HdBoard,5,864,127000
0,1976.0,0.0,6,1456,Attchd,440,Brk Cmn,855,601,4,3,3,NPkVill,Normal,1976,Lvl,3,WD,Unf,6,2,87,566,24.0,1976,Plywood,7,855,148500
0,2007.0,205.0,7,1726,Attchd,786,CmentBd,1726,0,5,4,5,Somerst,Partial,2007,Lvl,5,New,Fin,5,3,171,1126,79.0,2007,CemntBd,8,1726,311872
0,1918.0,0.0,8,3112,Detchd,795,Stucco,1360,1360,3,5,4,NAmes,Abnorml,1990,Lvl,4,WD,Unf,4,2,0,1036,174.0,1918,Stucco,8,1360,235000
0,,0.0,6,2229,,0,Wd Sdng,929,929,3,0,3,OldTown,Abnorml,1950,Lvl,3,WD,,6,0,0,0,92.0,1912,Wd Sdng,8,755,104000
2,2004.0,262.0,8,1713,Attchd,856,VinylSd,1713,0,5,4,5,NridgHt,Normal,2005,Lvl,4,WD,Fin,5,3,0,1088,76.0,2004,VinylSd,7,1713,274900
0,2003.0,0.0,4,1121,Attchd,440,VinylSd,1121,0,4,0,3,Edwards,Normal,2004,Lvl,3,WD,RFn,5,2,132,0,80.0,2003,VinylSd,5,1121,140000
0,1980.0,0.0,6,1279,Detchd,473,Plywood,1279,0,3,2,3,Mitchel,Normal,1977,Lvl,3,WD,Unf,6,2,238,641,75.0,1977,Plywood,6,1196,171500
0,1924.0,0.0,6,1310,Attchd,398,MetalSd,865,445,2,0,3,OldTown,Normal,1950,Lvl,3,COD,Unf,6,1,0,617,50.0,1924,MetalSd,6,617,112000
2,2004.0,205.0,6,848,Attchd,420,VinylSd,848,0,4,4,4,CollgCr,Normal,2004,Lvl,4,WD,RFn,5,2,149,662,,2004,VinylSd,3,848,149000
0,1948.0,0.0,5,1284,Detchd,240,AsbShng,720,564,3,0,3,OldTown,Normal,1950,Lvl,3,WD,Unf,7,1,0,312,50.0,1947,AsbShng,5,720,110000
0,1990.0,0.0,7,1442,Attchd,500,HdBoard,1442,0,4,0,3,Gilbert,Normal,1990,Lvl,3,WD,RFn,5,2,0,0,99.0,1990,HdBoard,5,1424,180500
0,1962.0,0.0,5,1696,Attchd,349,HdBoard,1696,0,3,3,3,Sawyer,Normal,1962,Lvl,3,WD,RFn,5,1,0,0,40.0,1962,HdBoard,8,1140,143900
0,1960.0,0.0,4,1100,Attchd,312,Wd Sdng,1100,0,3,1,3,NAmes,Normal,1960,Lvl,3,WD,RFn,5,1,355,419,,1960,Wd Sdng,6,1100,141000
3,1988.0,128.0,7,2062,Attchd,454,Plywood,1180,882,4,4,3,SawyerW,Normal,1989,Low,4,WD,Fin,5,2,60,1065,,1988,Plywood,7,1157,277000
0,1964.0,260.0,6,1092,Attchd,504,HdBoard,1092,0,4,0,3,NAmes,Normal,1964,Lvl,3,WD,RFn,7,2,0,787,75.0,1964,HdBoard,6,1092,145000
0,,0.0,5,864,,0,Stucco,864,0,3,0,3,Edwards,Normal,1950,Lvl,3,WD,,6,0,0,468,67.0,1925,Stucco,5,864,98000
1,2009.0,0.0,6,1212,Attchd,460,VinylSd,1212,0,4,0,4,Edwards,Normal,2009,Lvl,3,WD,RFn,5,2,100,36,83.0,2009,VinylSd,6,1212,186000
0,2009.0,0.0,7,1852,Attchd,644,VinylSd,932,920,4,3,4,Somerst,Partial,2009,Lvl,3,New,RFn,5,2,168,822,72.0,2009,VinylSd,7,900,252678
0,1996.0,0.0,5,990,Attchd,576,VinylSd,990,0,4,0,3,CollgCr,Normal,1995,Lvl,3,WD,Unf,5,2,224,716,43.0,1995,VinylSd,5,990,156000
0,1977.0,153.0,6,1392,Attchd,299,HdBoard,689,703,4,0,3,CollgCr,Normal,1977,Lvl,3,WD,Fin,7,1,0,378,,1977,HdBoard,6,689,161750
0,1957.0,64.0,5,1236,Attchd,447,HdBoard,1236,0,3,2,4,NAmes,Normal,1996,Lvl,3,WD,Unf,6,1,0,360,72.0,1957,HdBoard,6,1070,134450
1,2004.0,266.0,7,1436,Attchd,484,VinylSd,1436,0,4,0,4,CollgCr,Normal,2004,Lvl,4,WD,Unf,5,2,139,946,65.0,2004,VinylSd,8,1436,210000
0,1940.0,0.0,4,1328,Detchd,210,MetalSd,810,518,3,0,3,OldTown,Family,1950,Lvl,3,WD,Unf,4,1,0,0,57.0,1925,MetalSd,8,686,107000
0,1939.0,312.0,7,1954,Attchd,431,VinylSd,1137,817,3,3,4,Crawfor,Normal,2006,Lvl,4,WD,Unf,9,2,0,341,,1939,VinylSd,8,798,311500
2,2005.0,16.0,7,1248,Attchd,438,VinylSd,1248,0,4,0,4,Blmngtn,Partial,2006,Lvl,4,New,Fin,5,2,108,16,43.0,2005,VinylSd,5,1248,167240
1,2006.0,0.0,7,1498,Attchd,675,VinylSd,1498,0,4,0,4,CollgCr,Partial,2006,Lvl,4,New,RFn,5,2,351,0,73.0,2006,VinylSd,5,1498,204900
0,2002.0,0.0,6,2267,BuiltIn,390,VinylSd,1010,1257,4,3,4,Gilbert,Normal,2002,Lvl,4,ConLI,RFn,5,2,120,0,,2002,VinylSd,8,1010,200000
0,1975.0,0.0,6,1552,Attchd,434,VinylSd,811,741,4,3,3,NWAmes,Normal,1975,Lvl,3,WD,RFn,6,2,209,550,85.0,1975,VinylSd,6,713,179900
0,1989.0,0.0,4,864,Detchd,576,HdBoard,864,0,3,0,3,NAmes,Abnorml,1971,Lvl,3,WD,Unf,6,2,216,524,70.0,1971,HdBoard,4,864,97000
3,2003.0,922.0,10,2392,Attchd,968,VinylSd,2392,0,5,5,5,NridgHt,Normal,2003,Lvl,5,WD,Fin,5,3,248,56,103.0,2003,VinylSd,8,2392,386250
0,1991.0,142.0,5,1302,Detchd,280,HdBoard,630,672,3,0,3,BrDale,Abnorml,1971,Lvl,3,COD,Unf,5,1,0,0,21.0,1971,HdBoard,6,630,112000
0,1995.0,290.0,7,2520,Attchd,721,VinylSd,1214,1306,4,3,4,NoRidge,Abnorml,1995,Lvl,4,WD,RFn,5,3,224,565,82.0,1995,VinylSd,9,1203,290000
0,1987.0,127.0,6,987,Detchd,280,HdBoard,483,504,3,0,3,BrDale,Normal,1970,Lvl,3,WD,Unf,6,1,0,321,21.0,1970,HdBoard,5,483,106000
0,1974.0,0.0,5,912,Detchd,336,HdBoard,912,0,3,2,3,Sawyer,Normal,1967,Lvl,3,WD,Unf,5,1,0,842,70.0,1967,HdBoard,5,912,125000
2,2005.0,16.0,7,1555,Attchd,430,VinylSd,1555,0,4,3,4,Blmngtn,Normal,2006,Lvl,4,WD,Fin,5,2,143,16,43.0,2005,VinylSd,7,1373,192500
0,1959.0,220.0,6,1194,Attchd,312,MetalSd,1194,0,3,0,3,NAmes,Normal,1959,Lvl,3,WD,RFn,6,1,0,0,73.0,1959,MetalSd,6,1194,148000
0,1995.0,506.0,8,2794,Attchd,810,VinylSd,1490,1304,4,3,5,NoRidge,Normal,1996,Lvl,4,WD,Fin,5,3,0,689,174.0,1995,VinylSd,9,1462,403000
0,1972.0,297.0,6,987,Attchd,288,HdBoard,483,504,3,1,3,BrDale,Normal,1972,Lvl,3,WD,Unf,5,1,0,0,21.0,1972,HdBoard,5,483,94500
2,1976.0,0.0,5,894,Attchd,308,HdBoard,894,0,3,0,3,CollgCr,Normal,1976,Lvl,3,WD,Unf,6,1,365,182,75.0,1976,HdBoard,5,894,128200
0,2002.0,,6,1960,BuiltIn,440,VinylSd,860,1100,4,3,4,Gilbert,Normal,2002,Lvl,4,WD,Fin,5,2,288,625,,2002,VinylSd,8,860,216500
0,1971.0,604.0,6,987,Detchd,264,HdBoard,483,504,3,0,3,BrDale,Normal,1971,Lvl,3,WD,Unf,3,1,0,358,21.0,1971,HdBoard,5,483,89500
2,2004.0,98.0,7,1414,Attchd,494,VinylSd,1414,0,4,0,4,CollgCr,Normal,2004,Lvl,4,WD,RFn,5,2,132,24,65.0,2004,VinylSd,6,1414,185500
0,1993.0,0.0,7,1744,Attchd,457,HdBoard,1014,730,4,0,4,SawyerW,Normal,2003,Lvl,4,WD,RFn,7,2,370,402,,1993,HdBoard,7,996,194500
0,2007.0,254.0,8,1694,Attchd,818,VinylSd,1694,0,5,0,4,NridgHt,Partial,2007,Lvl,5,New,Fin,5,3,168,0,93.0,2007,VinylSd,7,1694,318000
0,1949.0,0.0,6,1487,Detchd,220,VinylSd,798,689,3,4,3,Edwards,Normal,1950,Lvl,3,WD,Unf,4,1,0,94,52.0,1945,VinylSd,7,735,113000
2,2008.0,36.0,8,1566,Attchd,750,VinylSd,1566,0,4,0,4,Somerst,Normal,2008,Lvl,4,WD,RFn,5,2,144,1078,75.0,2008,VinylSd,7,1566,262500
0,,0.0,5,866,,0,VinylSd,866,0,3,0,4,OldTown,Normal,1997,Lvl,3,WD,,9,0,58,329,40.0,1945,VinylSd,4,686,110500
0,1940.0,0.0,5,1440,Attchd,352,Wd Sdng,889,551,3,0,3,OldTown,Normal,1950,Lvl,3,WD,Unf,4,1,0,0,63.0,1900,Wd Sdng,6,540,79000
0,1980.0,0.0,6,1217,Attchd,288,Plywood,626,591,4,3,3,SawyerW,Normal,1980,Lvl,3,WD,RFn,6,1,0,0,75.0,1980,Plywood,6,626,120000
0,1994.0,0.0,7,2110,Attchd,463,VinylSd,1222,888,4,2,4,SawyerW,Normal,2002,Lvl,4,WD,RFn,5,2,0,695,,1994,VinylSd,8,948,205000
2,1988.0,102.0,7,1872,Attchd,604,Wd Sdng,1872,0,4,3,3,NWAmes,Normal,1988,Lvl,3,WD,Fin,5,2,197,929,80.0,1988,Wd Sdng,6,1845,241500
0,1910.0,0.0,6,1928,Detchd,440,AsbShng,908,1020,2,0,2,OldTown,Normal,1950,Lvl,3,WD,Unf,8,1,0,0,69.0,1910,AsbShng,9,1020,137000
0,1954.0,0.0,6,1375,Attchd,451,BrkFace,1375,0,3,3,3,NAmes,Normal,1954,Lvl,3,WD,Unf,5,2,0,0,75.0,1954,Wd Sdng,5,1367,140000
0,2003.0,101.0,7,1668,Attchd,500,VinylSd,840,828,4,0,4,CollgCr,Normal,2003,Lvl,4,WD,RFn,5,2,144,0,72.0,2003,VinylSd,8,840,180000
3,1958.0,472.0,6,2144,Attchd,389,HdBoard,1444,700,4,3,4,ClearCr,Normal,2006,Low,4,WD,Fin,7,2,0,697,,1958,Wd Sdng,7,1444,277000
0,,0.0,3,1306,,0,Plywood,1306,0,3,0,2,BrkSide,Normal,1966,Lvl,3,WD,,2,0,263,0,55.0,1940,Wd Sdng,6,728,76500
3,2006.0,481.0,8,1625,Attchd,538,VinylSd,1625,0,4,4,4,Crawfor,Family,2007,HLS,4,WD,Fin,5,2,123,1573,44.0,2006,VinylSd,5,1573,235000
0,2004.0,0.0,6,1640,Attchd,520,VinylSd,798,842,4,0,4,SawyerW,Normal,2004,Lvl,4,WD,RFn,5,2,138,0,65.0,2004,VinylSd,6,798,173000
3,1964.0,108.0,6,1302,Attchd,309,HdBoard,1302,0,4,0,4,NAmes,Normal,1991,Lvl,3,CWD,RFn,7,1,333,270,85.0,1964,HdBoard,7,1302,158000
0,1957.0,0.0,5,1314,Attchd,294,MetalSd,1314,0,3,0,3,NAmes,Normal,1957,Lvl,3,WD,RFn,6,1,250,922,70.0,1957,MetalSd,5,1314,145000
0,1999.0,302.0,7,2291,BuiltIn,429,VinylSd,1005,1286,4,3,4,Gilbert,Normal,1999,Lvl,4,WD,Fin,5,2,192,0,66.0,1999,VinylSd,8,975,230000
0,2003.0,0.0,6,1728,Attchd,673,VinylSd,864,864,4,0,4,Somerst,Normal,2003,Lvl,4,WD,RFn,5,2,216,503,64.0,2003,VinylSd,7,864,207500
0,2006.0,180.0,7,1604,Attchd,660,VinylSd,1604,0,4,4,4,CollgCr,Abnorml,2006,Lvl,4,WD,RFn,5,2,123,1334,68.0,2006,VinylSd,8,1604,220000
0,2001.0,172.0,7,1792,Attchd,564,VinylSd,963,829,4,3,4,CollgCr,Normal,2001,Lvl,4,WD,RFn,5,2,0,361,80.0,2001,VinylSd,7,963,231500
0,1956.0,0.0,5,882,Detchd,308,BrkFace,882,0,0,0,3,OldTown,Normal,1956,Lvl,3,WD,Unf,5,1,0,0,70.0,1956,BrkFace,4,0,97000
3,1991.0,399.0,6,1382,Attchd,884,Wd Sdng,1382,0,3,3,3,NAmes,Normal,1962,Lvl,3,WD,Unf,5,2,0,672,120.0,1962,Wd Sdng,6,1362,176000
0,2007.0,270.0,8,2574,BuiltIn,868,CmentBd,1482,1092,5,4,5,CollgCr,Partial,2007,Lvl,4,New,Fin,5,3,0,0,69.0,2007,CemntBd,10,1482,276000
2,1978.0,46.0,6,1212,Attchd,492,Plywood,1212,0,4,3,3,Sawyer,Normal,1995,Lvl,3,WD,Unf,7,2,292,506,88.0,1977,HdBoard,6,506,151000
0,1974.0,0.0,5,1316,Detchd,484,Wd Sdng,926,0,3,0,3,OldTown,Normal,2001,Lvl,3,WD,Unf,7,2,0,234,50.0,1929,Wd Sdng,6,926,130000
0,1965.0,0.0,5,764,Detchd,504,Wd Sdng,764,0,2,0,3,OldTown,Normal,2004,Bnk,3,WD,Unf,5,2,0,0,30.0,1925,Wd Sdng,4,680,73000
0,1981.0,210.0,6,1422,Attchd,576,MetalSd,1422,0,4,3,4,NWAmes,Normal,1981,Lvl,3,WD,Fin,6,2,276,588,78.0,1981,MetalSd,7,1422,175500
2,1997.0,0.0,6,1511,Attchd,413,VinylSd,802,709,4,3,3,Gilbert,Normal,1997,HLS,3,WD,Fin,5,2,95,714,70.0,1997,VinylSd,8,802,185000
0,1939.0,0.0,5,2192,Detchd,240,Wd Sdng,1052,720,3,4,4,SWISU,Normal,1997,Bnk,3,WD,Unf,8,1,262,378,60.0,1939,Wd Sdng,8,720,179500
0,1966.0,0.0,5,778,Detchd,924,VinylSd,778,0,3,4,3,IDOTRR,Normal,1955,Lvl,3,WD,Fin,6,1,0,403,71.0,1940,VinylSd,4,740,120500
0,1987.0,174.0,6,1113,Attchd,504,HdBoard,1113,0,3,2,3,Edwards,Normal,1976,Lvl,3,WD,RFn,7,1,370,751,,1976,HdBoard,6,1143,148000
1,2006.0,0.0,8,1939,Attchd,1053,VinylSd,1095,844,4,4,4,Somerst,Partial,2006,Lvl,4,New,RFn,5,3,192,0,84.0,2006,VinylSd,8,1095,266000
3,1954.0,0.0,7,1363,Attchd,439,Plywood,1363,0,4,3,3,ClearCr,Normal,2005,Low,3,WD,Unf,7,2,81,226,73.0,1954,Plywood,5,1385,241500
0,1999.0,348.0,8,2270,Attchd,671,VinylSd,1164,1106,4,4,4,NoRidge,Normal,2007,Lvl,4,WD,Fin,7,3,132,524,92.0,1999,VinylSd,9,1152,290000
0,1958.0,183.0,6,1632,Attchd,338,Wd Sdng,1632,0,3,4,3,NAmes,Normal,1988,Lvl,3,WD,RFn,6,1,289,620,80.0,1958,Wd Sdng,6,1240,139000
3,1982.0,0.0,5,816,Attchd,264,ImStucc,816,0,3,0,3,Mitchel,Normal,1982,Lvl,3,WD,Unf,7,1,168,546,76.0,1982,HdBoard,5,816,124500
0,1978.0,0.0,7,1548,Detchd,672,Wd Sdng,952,596,3,0,5,BrkSide,Normal,2007,Lvl,4,WD,Unf,7,2,74,0,55.0,1925,Wd Sdng,5,952,205000
0,2003.0,0.0,7,1560,Attchd,573,VinylSd,1560,0,5,0,4,Mitchel,Normal,2003,Lvl,4,WD,Fin,5,2,100,0,129.0,2003,VinylSd,7,1560,201000
0,1951.0,0.0,4,864,Detchd,400,VinylSd,864,0,3,0,3,Gilbert,Normal,1951,Lvl,3,WD,Unf,5,2,0,120,140.0,1951,VinylSd,4,864,141000
3,2007.0,315.0,9,2121,Attchd,732,CmentBd,2121,0,5,5,5,NridgHt,Partial,2007,Lvl,5,New,Fin,5,3,124,0,107.0,2006,CemntBd,8,2121,415298
0,1977.0,299.0,7,2022,Attchd,505,Plywood,1156,866,4,3,3,ClearCr,Normal,1977,Lvl,3,WD,Fin,5,2,288,392,83.0,1977,Plywood,8,1160,192000
2,1989.0,340.0,7,1982,Attchd,575,Plywood,1175,807,4,3,4,SawyerW,Normal,1989,Lvl,4,WD,Fin,6,2,0,421,82.0,1989,Plywood,7,807,228500
0,2006.0,68.0,6,1262,Attchd,572,VinylSd,1262,0,4,0,4,Somerst,Partial,2006,Lvl,4,New,Fin,5,2,0,905,60.0,2006,VinylSd,5,1262,185000
0,2008.0,166.0,7,1314,Attchd,626,VinylSd,1314,0,4,4,4,NridgHt,Normal,2008,Lvl,4,ConLw,RFn,5,2,172,904,34.0,2007,VinylSd,6,1314,207500
0,2008.0,72.0,8,1468,Attchd,898,VinylSd,1468,0,4,4,4,Somerst,Partial,2009,Lvl,4,New,Fin,5,3,210,0,74.0,2008,VinylSd,6,1468,244600
0,1992.0,0.0,6,1575,Attchd,529,ImStucc,1575,0,4,0,4,SawyerW,Normal,1992,Lvl,4,WD,RFn,5,2,0,430,50.0,1992,Plywood,5,1575,179200
0,2006.0,0.0,7,1250,Detchd,528,MetalSd,625,625,4,0,4,Somerst,Partial,2007,Lvl,4,New,RFn,5,2,0,0,35.0,2006,MetalSd,5,625,164700
0,1962.0,0.0,6,1734,Attchd,440,Wd Sdng,1085,649,3,4,4,NAmes,Normal,1981,Bnk,3,WD,RFn,7,2,0,600,77.0,1962,Wd Sdng,7,912,159000
0,,0.0,4,858,,0,HdBoard,858,0,3,0,3,NAmes,Normal,1971,Lvl,3,WD,,4,0,0,614,,1971,HdBoard,5,858,88000
0,1970.0,31.0,5,900,Detchd,280,MetalSd,900,0,3,0,3,Sawyer,Normal,1967,Lvl,3,WD,Unf,5,1,0,450,,1967,MetalSd,5,882,122000
