RemodAge,TotalArea,BsmtExposure,MasVnrArea,GarageType,LotArea,FireplaceQu,Exterior2nd,BsmtQual,TotalFinSF,KitchenQual,Neighborhood,SaleCondition,FullBath,GarageAge,HouseStyle,MSZoning,LandContour,SaleType,GarageFinish,Foundation,GarageCars,WoodDeckSF,OverallScore,LotFrontage,Exterior1st,TotRmsAbvGrd,SalePrice
12,3162,0,0.0,Attchd,15426,0,VinylSd,4,2585,4,CollgCr,Normal,2,12.0,2Story,RL,Lvl,WD,RFn,PConc,2,276,5.699999999999999,65.0,VinylSd,7,231500
39,1728,0,0.0,,10500,1,HdBoard,3,1296,3,NAmes,Normal,1,,1Story,RL,Lvl,ConLI,,CBlock,0,0,4.3,70.0,HdBoard,5,115000
1,4128,2,0.0,Attchd,11645,0,VinylSd,4,3034,4,CollgCr,Normal,2,1.0,1Story,RL,Lvl,WD,Fin,PConc,2,160,6.3999999999999995,78.0,VinylSd,7,260000
58,3015,0,0.0,Detchd,8520,0,Wd Sdng,3,1892,3,NAmes,Normal,2,10.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,2,0,4.7,71.0,BrkFace,6,166000
10,3568,3,183.0,Attchd,10335,0,VinylSd,4,2180,4,CollgCr,Normal,2,10.0,1Story,RL,Lvl,WD,RFn,PConc,2,144,6.3999999999999995,78.0,VinylSd,6,204000
43,3960,0,336.0,Detchd,9100,0,HdBoard,3,3060,3,Sawyer,Abnorml,2,43.0,1Story,RM,Lvl,ConLI,Unf,CBlock,2,0,5.0,70.0,HdBoard,10,125000
0,3059,0,50.0,Detchd,2522,0,VinylSd,4,1709,4,Edwards,Normal,2,2.0,2Story,RM,Lvl,WD,Unf,PConc,2,0,5.699999999999999,24.0,VinylSd,7,130000
16,1770,0,0.0,Detchd,6120,0,Wd Sdng,3,1084,3,BrkSide,Normal,1,78.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,48,5.6,51.0,Wd Sdng,5,105000
9,3353,0,180.0,BuiltIn,9505,4,VinylSd,4,2035,4,Gilbert,Normal,2,9.0,2Story,RL,Lvl,WD,Fin,PConc,2,144,6.3999999999999995,,VinylSd,8,222500
3,2160,0,120.0,,7500,0,VinylSd,4,1760,4,SawyerW,Normal,1,,1Story,RL,Lvl,WD,,PConc,0,0,6.3999999999999995,63.0,VinylSd,6,141000
56,2480,0,0.0,Detchd,6240,0,MetalSd,4,1344,3,BrkSide,Normal,1,70.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,1,200,4.7,,MetalSd,7,115000
32,2378,2,0.0,Attchd,10356,0,HdBoard,3,1685,3,CollgCr,Normal,1,32.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.3,120.0,HdBoard,5,122000
0,4286,3,436.0,Attchd,13891,4,VinylSd,5,3110,4,NridgHt,Partial,2,1.0,1Story,RL,Lvl,New,RFn,PConc,3,0,7.1,107.0,VinylSd,6,372402
35,3313,0,252.0,Attchd,14803,4,HdBoard,3,2409,3,NWAmes,Normal,2,35.0,2Story,RL,Lvl,WD,RFn,CBlock,2,0,5.699999999999999,,HdBoard,8,190000
33,3418,3,0.0,Attchd,13500,4,Plywood,4,2761,3,ClearCr,Normal,1,48.0,1Story,RL,Lvl,WD,RFn,CBlock,2,409,6.299999999999999,,BrkFace,4,235000
56,2712,0,0.0,Detchd,11340,0,Wd Sdng,3,1200,3,OldTown,Family,1,83.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,0,5.699999999999999,84.0,Wd Sdng,7,125000
58,1668,0,0.0,,9600,0,Wd Sdng,3,1096,3,Edwards,Normal,1,,1.5Fin,RL,Lvl,WD,,BrkTil,0,0,5.699999999999999,60.0,Wd Sdng,5,79000
56,1665,0,0.0,Detchd,7200,0,Wd Sdng,0,1040,3,NAmes,Normal,1,56.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.6,60.0,Wd Sdng,5,109500
0,3422,0,84.0,BuiltIn,12003,4,VinylSd,5,1968,5,Timber,Partial,2,1.0,2Story,RL,Lvl,New,Fin,PConc,3,0,7.1,92.0,VinylSd,8,269500
5,3616,0,0.0,Attchd,12552,4,VinylSd,4,2169,4,Somerst,Normal,2,6.0,2Story,FV,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,100.0,VinylSd,8,254900
0,4430,1,456.0,Attchd,19378,4,VinylSd,4,2519,4,Gilbert,Partial,2,0.0,2Story,RL,HLS,New,RFn,PConc,2,239,6.3999999999999995,134.0,VinylSd,9,320000
24,2980,0,0.0,Attchd,11120,0,Plywood,4,1892,3,Veenker,Normal,2,24.0,1Story,RL,Lvl,WD,Unf,PConc,2,0,5.999999999999999,,Plywood,6,162500
4,4966,2,664.0,BuiltIn,13688,4,VinylSd,5,3684,5,NridgHt,Normal,2,5.0,2Story,RL,Lvl,WD,Fin,PConc,3,400,7.8,110.0,VinylSd,10,412500
5,3614,1,226.0,Attchd,12182,4,VinylSd,4,2742,4,NridgHt,Partial,2,5.0,1Story,RL,Lvl,New,RFn,PConc,2,0,6.3999999999999995,95.0,VinylSd,7,220000
51,1764,0,0.0,,5500,0,MetalSd,3,882,3,OldTown,Normal,1,,1.5Unf,RL,Lvl,WD,,CBlock,0,0,4.6,55.0,MetalSd,4,103200
3,2981,1,0.0,Detchd,5400,0,MetalSd,3,1986,4,OldTown,Normal,2,81.0,1Story,RM,Lvl,WD,Unf,BrkTil,1,0,6.299999999999999,40.0,MetalSd,5,152000
9,1999,0,0.0,,10106,0,Wd Sdng,3,1887,3,Edwards,Normal,2,,1.5Fin,RL,Lvl,WD,,BrkTil,0,140,5.6,62.0,Wd Sdng,6,127500
16,3787,0,0.0,Attchd,10708,4,Wd Sdng,3,3014,3,ClearCr,Normal,1,54.0,1Story,RL,Lvl,COD,Fin,CBlock,1,476,5.0,,Wd Sdng,7,190000
0,4532,0,300.0,Attchd,10562,4,VinylSd,5,3449,5,NridgHt,Partial,1,0.0,2Story,RL,Lvl,New,Fin,PConc,3,178,7.1,86.0,VinylSd,8,325624
3,3000,0,0.0,Attchd,8244,4,VinylSd,4,1720,4,Gilbert,Normal,2,3.0,2Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,62.0,VinylSd,7,183500
25,3904,0,653.0,Attchd,16669,3,Plywood,4,1707,3,Timber,Normal,2,25.0,1Story,RL,Lvl,WD,RFn,CBlock,2,574,7.3999999999999995,,Plywood,6,228000
57,2762,0,0.0,Detchd,12358,0,MetalSd,3,1214,3,OldTown,Normal,1,16.0,1.5Fin,RM,Lvl,WD,Unf,CBlock,2,237,5.3,,MetalSd,7,128500
50,3264,3,112.0,Attchd,31770,4,Plywood,3,2295,3,NAmes,Normal,1,50.0,1Story,RL,Lvl,WD,Fin,CBlock,2,210,5.699999999999999,141.0,BrkFace,7,215000
19,3335,0,0.0,Attchd,5306,3,HdBoard,4,2477,4,StoneBr,Normal,2,19.0,2Story,RL,Lvl,WD,RFn,PConc,2,441,7.0,44.0,HdBoard,5,239000
47,3228,0,491.0,Attchd,10197,3,Wd Shng,3,2024,3,NAmes,Normal,1,47.0,1Story,RL,Lvl,COD,Unf,CBlock,2,0,5.699999999999999,80.0,WdShing,6,163000
22,3873,0,132.0,Attchd,12416,3,Plywood,4,3257,3,Timber,Normal,2,22.0,1Story,RL,Lvl,WD,Fin,CBlock,2,192,5.699999999999999,47.0,VinylSd,7,184000
6,3936,2,0.0,Attchd,12615,4,Wd Shng,3,2635,4,Edwards,Normal,2,57.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,6.299999999999999,84.0,WdShing,7,243000
18,3732,0,268.0,Attchd,10029,3,Plywood,4,2891,3,ClearCr,Normal,2,19.0,2Story,RL,Lvl,WD,Unf,PConc,2,0,5.699999999999999,97.0,Plywood,8,211000
48,3423,0,0.0,Attchd,13650,4,MetalSd,3,2418,4,Sawyer,Normal,2,48.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,2,0,5.0,,MetalSd,8,172500
0,5616,0,748.0,Attchd,17423,4,VinylSd,5,4138,5,StoneBr,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,3,0,7.8,63.0,VinylSd,9,501837
1,2416,0,0.0,Detchd,8520,0,Wd Sdng,3,968,3,OldTown,Normal,1,72.0,1Story,RM,Lvl,WD,Unf,CBlock,2,0,5.3,60.0,Wd Sdng,5,100000
7,2721,0,456.0,Detchd,2117,3,MetalSd,4,1961,4,Somerst,Normal,2,7.0,2Story,FV,Lvl,WD,Unf,PConc,2,0,5.699999999999999,,MetalSd,5,177000
56,2811,0,0.0,Detchd,7588,4,Stucco,2,2154,3,Crawfor,Normal,1,86.0,2Story,RL,Lvl,WD,Unf,BrkTil,1,0,6.699999999999999,54.0,Stucco,9,200100
1,1592,0,98.0,Attchd,9060,4,Wd Sdng,0,1340,3,Edwards,Normal,1,50.0,1Story,RL,Lvl,WD,RFn,PConc,1,116,5.3,60.0,Wd Sdng,7,120000
5,3928,0,0.0,Detchd,11426,0,VinylSd,4,2082,4,OldTown,Normal,2,5.0,1.5Fin,RM,Lvl,WD,Unf,PConc,2,280,6.3999999999999995,63.0,VinylSd,6,200000
15,2332,0,0.0,Attchd,7438,0,Plywood,2,1252,3,BrkSide,Normal,1,20.0,1.5Fin,RL,Lvl,WD,Unf,PConc,2,104,5.9,92.0,AsbShng,5,127000
13,5555,1,0.0,Detchd,22950,3,Wd Sdng,3,3036,5,OldTown,Normal,2,13.0,2.5Fin,RM,Lvl,WD,Unf,BrkTil,3,0,9.7,90.0,Wd Sdng,12,475000
18,2902,2,0.0,Attchd,9947,0,HdBoard,4,1828,4,Mitchel,Normal,2,19.0,SLvl,RL,Lvl,WD,Unf,PConc,2,168,6.3999999999999995,,HdBoard,6,173000
22,2496,0,0.0,Detchd,10410,0,HdBoard,2,1512,3,OldTown,Normal,2,93.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.6,60.0,HdBoard,8,135000
30,2838,2,275.0,Detchd,7018,3,Plywood,4,2310,3,SawyerW,Alloca,0,30.0,SFoyer,RL,Bnk,WD,Unf,CBlock,2,120,5.0,64.0,Plywood,6,153337
6,3868,2,0.0,Attchd,4923,4,CmentBd,5,2746,5,StoneBr,Normal,1,7.0,1Story,RL,Lvl,WD,Fin,PConc,2,0,7.1,41.0,CemntBd,5,286000
13,4020,0,0.0,Detchd,10570,3,BrkFace,4,3024,4,Crawfor,Normal,2,75.0,2Story,RL,Bnk,WD,Unf,CBlock,2,0,8.0,70.0,BrkFace,10,315000
3,2688,0,138.0,Attchd,7472,0,HdBoard,3,2105,4,NAmes,Normal,1,35.0,2Story,RL,Lvl,WD,Fin,CBlock,2,0,7.6,,HdBoard,7,184000
10,3528,2,0.0,Attchd,9017,0,VinylSd,4,1991,4,CollgCr,Normal,2,10.0,1Story,RL,Lvl,WD,Fin,PConc,2,0,6.3999999999999995,68.0,VinylSd,6,192000
2,3059,0,50.0,Detchd,2522,0,VinylSd,4,1709,4,Edwards,Normal,2,2.0,2Story,RM,Lvl,WD,Unf,PConc,2,0,6.3999999999999995,24.0,VinylSd,7,130000
36,2080,2,0.0,Detchd,7180,0,HdBoard,3,1254,3,CollgCr,Normal,1,19.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.6,60.0,HdBoard,5,127000
33,2751,0,0.0,Attchd,2280,3,Brk Cmn,4,2022,3,NPkVill,Normal,2,33.0,2Story,RL,Lvl,WD,Unf,CBlock,2,87,5.999999999999999,24.0,Plywood,7,148500
0,4238,0,205.0,Attchd,9416,4,CmentBd,5,2852,5,Somerst,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,3,171,6.3999999999999995,79.0,CemntBd,8,311872
16,5267,0,0.0,Detchd,25419,5,Stucco,3,3940,4,NAmes,Abnorml,2,88.0,2Story,RL,Lvl,WD,Unf,PConc,2,0,6.8,174.0,Stucco,8,235000
59,2984,0,0.0,,5520,0,Wd Sdng,3,1858,3,OldTown,Abnorml,1,,2.5Fin,RM,Lvl,WD,,CBlock,0,0,5.999999999999999,92.0,Wd Sdng,8,104000
4,4282,2,262.0,Attchd,9591,4,VinylSd,5,2801,5,NridgHt,Normal,2,5.0,1Story,RL,Lvl,WD,Fin,PConc,3,0,7.1,76.0,VinylSd,7,274900
6,2682,0,0.0,Attchd,8546,0,VinylSd,4,1121,3,Edwards,Normal,2,7.0,1Story,RM,Lvl,WD,RFn,PConc,2,132,4.3,80.0,VinylSd,5,140000
31,2948,0,0.0,Detchd,10125,2,Plywood,3,2199,3,Mitchel,Normal,2,28.0,1Story,RL,Lvl,WD,Unf,CBlock,2,238,5.999999999999999,75.0,Plywood,6,171500
56,2325,0,0.0,Attchd,7000,0,MetalSd,2,1927,3,OldTown,Normal,2,82.0,1.5Fin,RL,Lvl,COD,Unf,BrkTil,1,0,5.999999999999999,50.0,MetalSd,6,112000
4,2116,2,205.0,Attchd,4438,4,VinylSd,4,1510,4,CollgCr,Normal,1,4.0,1Story,RM,Lvl,WD,RFn,PConc,2,149,5.699999999999999,,VinylSd,3,149000
59,2244,0,0.0,Detchd,3500,0,AsbShng,3,1596,3,OldTown,Normal,1,61.0,1.5Fin,RM,Lvl,WD,Unf,CBlock,1,0,5.6,50.0,AsbShng,5,110000
19,3366,0,0.0,Attchd,11851,0,HdBoard,4,1442,3,Gilbert,Normal,2,19.0,1Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,99.0,HdBoard,5,180500
45,3185,0,0.0,Attchd,13673,3,HdBoard,3,1696,3,Sawyer,Normal,1,45.0,1Story,RL,Lvl,WD,RFn,CBlock,1,0,5.0,40.0,HdBoard,8,143900
48,2512,0,0.0,Attchd,12493,1,Wd Sdng,3,1825,3,NAmes,Normal,1,48.0,1Story,RL,Lvl,WD,RFn,PConc,1,355,4.3,,Wd Sdng,6,141000
18,3673,3,128.0,Attchd,14364,4,Plywood,4,3127,3,SawyerW,Normal,2,19.0,2Story,RL,Low,WD,Fin,CBlock,2,60,6.3999999999999995,,Plywood,7,277000
44,2688,0,260.0,Attchd,8250,0,HdBoard,4,1879,3,NAmes,Normal,1,44.0,1Story,RL,Lvl,WD,RFn,CBlock,2,0,6.299999999999999,75.0,HdBoard,6,145000
58,1728,0,0.0,,5604,0,Stucco,3,1332,3,Edwards,Normal,1,,1Story,RL,Lvl,WD,,CBlock,0,0,5.3,67.0,Stucco,5,98000
1,2884,1,0.0,Attchd,10420,0,VinylSd,4,1248,4,Edwards,Normal,2,1.0,1Story,RL,Lvl,WD,RFn,PConc,2,100,5.699999999999999,83.0,VinylSd,6,186000
0,3396,0,0.0,Attchd,8640,3,VinylSd,4,2674,4,Somerst,Partial,2,0.0,2Story,FV,Lvl,New,RFn,PConc,2,168,6.3999999999999995,72.0,VinylSd,7,252678
11,2556,0,0.0,Attchd,13568,0,VinylSd,4,1706,3,CollgCr,Normal,1,10.0,1Story,RL,Lvl,WD,Unf,PConc,2,224,5.0,43.0,VinylSd,5,156000
33,2380,0,153.0,Attchd,10900,0,HdBoard,4,1770,3,CollgCr,Normal,1,33.0,2Story,RL,Lvl,WD,Fin,CBlock,1,0,6.299999999999999,,HdBoard,6,161750
10,2753,0,64.0,Attchd,10011,2,HdBoard,3,1596,4,NAmes,Normal,1,49.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.3,72.0,HdBoard,6,134450
4,3356,1,266.0,Attchd,8450,0,VinylSd,4,2382,4,CollgCr,Normal,2,4.0,1Story,RL,Lvl,WD,Unf,PConc,2,139,6.3999999999999995,65.0,VinylSd,8,210000
56,2224,0,0.0,Detchd,9906,0,MetalSd,3,1328,3,OldTown,Family,1,66.0,2Story,RM,Lvl,WD,Unf,CBlock,1,0,4.0,57.0,MetalSd,8,107000
2,3183,0,312.0,Attchd,15660,3,VinylSd,3,2295,4,Crawfor,Normal,1,69.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,2,0,7.6,,VinylSd,8,311500
0,2934,2,16.0,Attchd,3010,0,VinylSd,4,1264,4,Blmngtn,Partial,2,1.0,1Story,RL,Lvl,New,Fin,PConc,2,108,6.3999999999999995,43.0,VinylSd,5,167240
0,3671,1,0.0,Attchd,8990,0,VinylSd,4,1498,4,CollgCr,Partial,2,0.0,1Story,RL,Lvl,New,RFn,PConc,2,351,6.3999999999999995,73.0,VinylSd,5,204900
7,3667,0,0.0,BuiltIn,8068,3,VinylSd,4,2267,4,Gilbert,Normal,2,7.0,2Story,RL,Lvl,ConLI,RFn,PConc,2,120,5.699999999999999,,VinylSd,8,200000
31,2699,0,0.0,Attchd,11475,3,VinylSd,4,2102,3,NWAmes,Normal,2,31.0,2Story,RL,Lvl,WD,RFn,CBlock,2,209,5.999999999999999,85.0,VinylSd,6,179900
38,2304,0,0.0,Detchd,10500,0,HdBoard,3,1568,3,NAmes,Abnorml,1,20.0,1Story,RL,Lvl,WD,Unf,CBlock,2,216,4.6,70.0,HdBoard,4,97000
6,5752,3,922.0,Attchd,13472,5,VinylSd,5,2448,5,NridgHt,Normal,2,6.0,1Story,RL,Lvl,WD,Fin,PConc,3,248,8.5,103.0,VinylSd,8,386250
38,2212,0,142.0,Detchd,1680,0,HdBoard,3,1302,3,BrDale,Abnorml,2,18.0,2Story,RM,Lvl,COD,Unf,CBlock,1,0,5.0,21.0,HdBoard,6,112000
12,4444,0,290.0,Attchd,9950,3,VinylSd,4,3085,4,NoRidge,Abnorml,2,12.0,2Story,RL,Lvl,WD,RFn,PConc,3,224,6.3999999999999995,82.0,VinylSd,9,290000
38,1750,0,127.0,Detchd,1869,0,HdBoard,3,1308,3,BrDale,Normal,1,21.0,2Story,RM,Lvl,WD,Unf,CBlock,1,0,5.999999999999999,21.0,HdBoard,5,106000
43,2160,0,0.0,Detchd,8521,2,HdBoard,3,1754,3,Sawyer,Normal,1,36.0,1Story,RL,Lvl,WD,Unf,CBlock,1,0,5.0,70.0,HdBoard,5,125000
3,3358,2,16.0,Attchd,3182,3,VinylSd,4,1571,4,Blmngtn,Normal,2,4.0,1Story,RL,Lvl,WD,Fin,PConc,2,143,6.3999999999999995,43.0,VinylSd,7,192500
51,2700,0,220.0,Attchd,8760,0,MetalSd,3,1194,3,NAmes,Normal,1,51.0,1Story,RL,Lvl,WD,RFn,CBlock,1,0,5.999999999999999,73.0,MetalSd,6,148000
13,5066,0,506.0,Attchd,15138,3,VinylSd,4,3483,5,NoRidge,Normal,2,14.0,2Story,RL,Lvl,WD,Fin,PConc,3,0,7.1,174.0,VinylSd,9,403000
34,1758,0,297.0,Attchd,1680,1,HdBoard,3,987,3,BrDale,Normal,1,34.0,2Story,RM,Lvl,WD,Unf,CBlock,1,0,5.699999999999999,21.0,HdBoard,5,94500
34,2096,2,0.0,Attchd,10650,0,HdBoard,3,1788,3,CollgCr,Normal,1,34.0,1Story,RL,Lvl,WD,Unf,CBlock,1,365,5.3,75.0,HdBoard,5,128200
8,3260,0,,BuiltIn,7851,3,VinylSd,4,2585,4,Gilbert,Normal,2,8.0,2Story,RL,Lvl,WD,Fin,PConc,2,288,5.699999999999999,,VinylSd,8,216500
37,1734,0,604.0,Detchd,1680,0,HdBoard,3,1345,3,BrDale,Normal,1,37.0,2Story,RM,Lvl,WD,Unf,CBlock,1,0,5.1,21.0,HdBoard,5,89500
6,3322,2,98.0,Attchd,8773,0,VinylSd,4,1438,4,CollgCr,Normal,2,6.0,1Story,RL,Lvl,WD,RFn,PConc,2,132,6.3999999999999995,65.0,VinylSd,6,185500
7,3197,0,0.0,Attchd,9453,0,HdBoard,4,2146,4,SawyerW,Normal,2,17.0,2Story,RL,Lvl,WD,RFn,PConc,2,370,7.0,,HdBoard,7,194500
0,4206,0,254.0,Attchd,12030,0,VinylSd,5,1694,4,NridgHt,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,3,168,7.1,93.0,VinylSd,7,318000
60,2442,0,0.0,Detchd,8741,4,VinylSd,3,1581,3,Edwards,Normal,1,61.0,1.5Fin,RL,Lvl,WD,Unf,CBlock,1,0,5.3999999999999995,52.0,VinylSd,7,113000
2,3882,2,36.0,Attchd,9000,0,VinylSd,4,2644,4,Somerst,Normal,2,2.0,1Story,FV,Lvl,WD,RFn,PConc,2,144,7.1,75.0,VinylSd,7,262500
10,1552,0,0.0,,3880,0,VinylSd,3,1195,4,OldTown,Normal,1,,1Story,RM,Lvl,WD,,CBlock,0,58,6.199999999999999,40.0,VinylSd,4,110500
56,2332,0,0.0,Attchd,5000,0,Wd Sdng,3,1440,3,OldTown,Normal,1,66.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,1,0,4.7,63.0,Wd Sdng,6,79000
29,2131,0,0.0,Attchd,10762,3,Plywood,4,1217,3,SawyerW,Normal,1,29.0,2Story,RL,Lvl,WD,RFn,CBlock,1,0,5.999999999999999,75.0,Plywood,6,120000
8,3521,0,0.0,Attchd,8880,2,VinylSd,4,2805,4,SawyerW,Normal,2,16.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,,VinylSd,8,205000
18,4321,2,102.0,Attchd,10400,3,Wd Sdng,4,2801,3,NWAmes,Normal,2,18.0,1Story,RL,Lvl,WD,Fin,CBlock,2,197,6.3999999999999995,80.0,Wd Sdng,6,241500
56,3388,0,0.0,Detchd,9142,0,AsbShng,2,1928,2,OldTown,Normal,2,96.0,2Story,RM,Lvl,WD,Unf,Stone,1,0,6.6,69.0,AsbShng,9,137000
52,3193,0,0.0,Attchd,11310,3,BrkFace,3,1375,3,NAmes,Normal,1,52.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,5.699999999999999,75.0,Wd Sdng,5,140000
4,3008,0,101.0,Attchd,11317,0,VinylSd,4,1668,4,CollgCr,Normal,2,4.0,2Story,RL,Lvl,WD,RFn,PConc,2,144,6.3999999999999995,72.0,VinylSd,8,180000
1,3977,3,472.0,Attchd,159000,3,HdBoard,4,2841,4,ClearCr,Normal,2,49.0,1.5Fin,RL,Low,WD,Fin,CBlock,2,0,6.299999999999999,,Wd Sdng,7,277000
44,2034,0,0.0,,5350,0,Plywood,3,1306,2,BrkSide,Normal,1,,1Story,RL,Lvl,WD,,CBlock,0,263,2.6999999999999997,55.0,Wd Sdng,6,76500
0,3736,3,481.0,Attchd,4750,4,VinylSd,4,3198,4,Crawfor,Family,2,1.0,1Story,RM,HLS,WD,Fin,PConc,2,123,7.1,44.0,VinylSd,5,235000
4,2958,0,0.0,Attchd,8366,0,VinylSd,4,1640,4,SawyerW,Normal,2,4.0,2Story,RL,Lvl,WD,RFn,PConc,2,138,5.699999999999999,65.0,VinylSd,6,173000
16,2913,3,108.0,Attchd,9350,0,HdBoard,4,2152,4,NAmes,Normal,2,43.0,SLvl,RL,Lvl,CWD,RFn,CBlock,1,333,6.299999999999999,85.0,HdBoard,7,158000
53,2922,0,0.0,Attchd,8400,0,MetalSd,3,2236,3,NAmes,Normal,1,53.0,1Story,RL,Lvl,WD,RFn,CBlock,1,250,5.3,70.0,MetalSd,5,145000
7,3695,0,302.0,BuiltIn,8738,3,VinylSd,4,2291,4,Gilbert,Normal,2,7.0,2Story,RL,Lvl,WD,Fin,PConc,2,192,6.3999999999999995,66.0,VinylSd,8,230000
5,3265,0,0.0,Attchd,8791,0,VinylSd,4,2231,4,Somerst,Normal,2,5.0,2Story,FV,Lvl,WD,RFn,PConc,2,216,5.699999999999999,64.0,VinylSd,7,207500
3,3868,0,180.0,Attchd,8814,4,VinylSd,4,2938,4,CollgCr,Abnorml,2,3.0,1Story,RL,Lvl,WD,RFn,PConc,2,123,6.3999999999999995,68.0,VinylSd,8,220000
7,3319,0,172.0,Attchd,12435,3,VinylSd,4,2153,4,CollgCr,Normal,2,7.0,2Story,RL,Lvl,WD,RFn,PConc,2,0,6.3999999999999995,80.0,VinylSd,7,231500
52,1190,0,0.0,Detchd,12702,0,BrkFace,0,882,3,OldTown,Normal,1,52.0,1Story,RM,Lvl,WD,Unf,PConc,1,0,5.0,70.0,BrkFace,4,97000
47,3628,3,399.0,Attchd,19296,3,Wd Sdng,3,2744,3,NAmes,Normal,1,18.0,SLvl,RL,Lvl,WD,Unf,CBlock,2,0,5.699999999999999,120.0,Wd Sdng,6,176000
0,4924,0,270.0,BuiltIn,9588,4,CmentBd,5,2574,5,CollgCr,Partial,2,0.0,2Story,RL,Lvl,New,Fin,PConc,3,0,7.1,69.0,CemntBd,10,276000
11,2210,2,46.0,Attchd,8471,3,Plywood,4,1718,3,Sawyer,Normal,1,28.0,SLvl,RL,Lvl,WD,Unf,CBlock,2,292,6.299999999999999,88.0,HdBoard,6,151000
9,2726,0,0.0,Detchd,5500,0,Wd Sdng,3,1852,3,OldTown,Normal,1,36.0,1.5Fin,RM,Lvl,WD,Unf,BrkTil,2,0,5.6,50.0,Wd Sdng,6,130000
4,1948,0,0.0,Detchd,5232,0,Wd Sdng,2,764,3,OldTown,Normal,1,43.0,1Story,RM,Bnk,WD,Unf,BrkTil,2,0,5.0,30.0,Wd Sdng,4,73000
27,3420,0,210.0,Attchd,12090,3,MetalSd,4,2238,4,NWAmes,Normal,2,27.0,1Story,RL,Lvl,WD,Fin,CBlock,2,276,5.999999999999999,78.0,MetalSd,7,175500
9,2726,2,0.0,Attchd,11207,3,VinylSd,4,2225,3,Gilbert,Normal,2,9.0,2Story,RL,HLS,WD,Fin,PConc,2,95,5.699999999999999,70.0,VinylSd,8,185000
11,3152,0,0.0,Detchd,8400,4,Wd Sdng,3,2150,4,SWISU,Normal,2,69.0,2.5Fin,RL,Bnk,WD,Unf,PConc,1,262,5.9,60.0,Wd Sdng,8,179500
53,2442,0,0.0,Detchd,6900,4,VinylSd,3,1306,3,IDOTRR,Normal,1,42.0,1Story,RM,Lvl,WD,Fin,CBlock,1,0,5.3,71.0,VinylSd,4,120500
31,2760,0,174.0,Attchd,7917,2,HdBoard,3,1864,3,Edwards,Normal,1,20.0,1Story,RL,Lvl,WD,RFn,CBlock,1,370,6.299999999999999,,HdBoard,6,148000
0,4087,1,0.0,Attchd,10728,4,VinylSd,4,1939,4,Somerst,Partial,2,0.0,2Story,FV,Lvl,New,RFn,PConc,3,192,7.1,84.0,VinylSd,8,266000
3,3187,3,0.0,Attchd,39104,3,Plywood,4,2652,3,ClearCr,Normal,1,54.0,1Story,RL,Low,WD,Unf,CBlock,2,81,7.0,73.0,Plywood,5,241500
3,4093,0,348.0,Attchd,11764,4,VinylSd,4,2794,4,NoRidge,Normal,2,11.0,2Story,RL,Lvl,WD,Fin,PConc,3,132,7.699999999999999,92.0,VinylSd,9,290000
21,3210,0,183.0,Attchd,9600,4,Wd Sdng,3,2872,3,NAmes,Normal,2,51.0,1Story,RL,Lvl,WD,RFn,CBlock,1,289,5.999999999999999,80.0,Wd Sdng,6,139000
25,1896,3,0.0,Attchd,8314,0,ImStucc,3,1362,3,Mitchel,Normal,1,25.0,1Story,RL,Lvl,WD,Unf,CBlock,1,168,5.6,76.0,HdBoard,5,124500
2,3172,0,0.0,Detchd,7264,0,Wd Sdng,3,1548,5,BrkSide,Normal,2,31.0,1.5Fin,RL,Lvl,WD,Unf,BrkTil,2,74,7.0,55.0,Wd Sdng,5,205000
7,3693,0,0.0,Attchd,9196,0,VinylSd,5,1560,4,Mitchel,Normal,2,7.0,1Story,RL,Lvl,WD,Fin,PConc,2,100,6.3999999999999995,129.0,VinylSd,7,201000
59,2128,0,0.0,Detchd,19138,0,VinylSd,3,984,3,Gilbert,Normal,1,59.0,1Story,RL,Lvl,WD,Unf,CBlock,2,0,4.3,140.0,VinylSd,4,141000
0,4974,3,315.0,Attchd,14450,5,CmentBd,5,2121,5,NridgHt,Partial,2,0.0,1Story,RL,Lvl,New,Fin,PConc,3,124,7.8,107.0,CemntBd,8,415298
