MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NoBasement,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NoBasement,BsmtFinType2_Rec,BsmtFinType2_Unf
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,0,0,0,816,816,GasA,3,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,1985.0,Unf,2,528,3,3,Y,112,0,0,0,0,0,400,9,2006,WD,Normal,114500,False,False,False,False,False,True,False,False,False,False,False,True
90,RM,110.0,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,3,CBlock,4,3,3,104,712,0,816,GasA,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,0,CarPort,1963.0,Unf,2,516,3,3,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,110000,False,False,True,False,False,False,False,True,False,False,False,False
20,RL,68.0,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,0.0,4,3,CBlock,5,3,3,1810,0,32,1842,GasA,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,Typ,1,4,Attchd,1981.0,Fin,3,894,3,3,Y,857,72,0,0,0,0,0,11,2006,WD,Normal,385000,False,True,False,False,False,False,False,False,False,False,False,True
80,RL,60.0,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,0,384,0,0,384,GasA,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,3,Detchd,1962.0,Unf,2,572,3,3,Y,0,50,0,0,0,0,0,2,2007,WD,Normal,130000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,100.0,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,272.0,3,3,CBlock,3,3,0,490,0,935,1425,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,1964.0,RFn,2,576,3,3,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,180500,True,False,False,False,False,False,False,False,False,False,False,True
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,456.0,4,3,PConc,4,3,0,649,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1999.0,Fin,2,480,3,3,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,172500,False,True,False,False,False,False,False,False,False,False,False,True
60,RL,89.0,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,0,0,0,860,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2,565,3,3,Y,0,70,0,0,0,0,0,8,2006,WD,Normal,196500,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,66.0,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1031.0,5,3,PConc,5,3,3,0,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,Typ,1,4,BuiltIn,2006.0,Fin,3,641,3,3,Y,192,0,37,0,0,0,0,10,2006,New,Partial,438780,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,60.0,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,2,632,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1973.0,Unf,1,352,3,3,Y,196,0,0,0,0,0,0,1,2008,WD,Normal,124900,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,0,941,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,2006.0,Unf,2,576,3,3,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000,False,False,False,False,False,False,False,False,False,False,False,True
75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,2,0,0,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,Unf,1,288,3,3,N,0,0,144,0,0,0,0,3,2007,WD,Normal,101000,False,False,False,False,False,True,False,False,False,False,False,True
120,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,178.0,4,3,PConc,4,4,1,24,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2,484,3,3,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,202500,False,True,False,False,False,False,False,False,False,False,False,True
70,RM,50.0,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,0.0,3,3,BrkTil,3,3,0,0,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,0,Detchd,1990.0,Unf,2,480,3,3,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,140000,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,573.0,3,3,PConc,4,3,0,739,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,RFn,2,645,3,3,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,219500,False,True,False,False,False,False,False,False,False,False,False,True
60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,344.0,4,3,PConc,5,3,2,0,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,RFn,3,852,3,3,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,317000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,287.0,3,3,CBlock,4,3,3,912,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,4,Attchd,1970.0,RFn,2,576,3,3,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,180000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,167.0,4,3,PConc,4,3,2,1013,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,558,3,3,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000,False,True,False,False,False,False,False,False,False,False,False,True
30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,0,0,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,Unf,1,220,3,3,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000,False,False,False,False,False,True,False,False,False,False,False,True
50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,0.0,4,3,CBlock,3,3,0,603,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1953.0,Fin,2,667,3,3,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000,True,False,False,False,False,False,False,False,False,False,False,True
20,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,1115.0,3,4,CBlock,4,3,3,1880,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,Fin,2,516,3,3,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,0.0,3,3,CBlock,3,3,0,565,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1987.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500,False,False,False,False,False,False,False,False,False,False,False,True
60,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,40.0,3,3,PConc,4,3,0,0,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,Fin,2,427,3,3,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,104.0,3,3,CBlock,3,3,0,320,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1989.0,Unf,2,490,3,3,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900,False,False,False,False,False,False,True,False,False,False,False,False
50,RM,60.0,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,0.0,4,4,CBlock,2,3,0,0,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,1915.0,Unf,1,379,3,3,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400,False,False,False,False,False,True,False,False,False,False,False,True
180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,0.0,3,3,CBlock,4,3,3,462,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,1973.0,Unf,1,297,3,3,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,0,228,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1,283,3,3,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750,False,False,False,False,False,False,False,False,False,False,False,True
50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,0,336,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,0,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000,True,False,False,False,False,False,False,True,False,False,False,False
90,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,0,0,0,1768,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,0,,,,0,0,0,0,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500,False,False,False,False,False,True,False,False,False,False,False,True
50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,0,0,0,440,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1966.0,Unf,2,440,3,3,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,576.0,3,4,CBlock,4,3,0,448,0,448,896,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,Fin,1,509,3,3,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500,False,False,False,False,True,False,False,False,False,False,False,True
120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,443.0,3,4,PConc,5,4,0,1201,0,36,1237,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,Fin,2,405,3,3,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,468.0,3,3,PConc,4,3,0,33,0,1530,1563,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,RFn,3,758,3,3,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,66.0,3,3,CBlock,3,3,0,0,0,1065,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2,461,3,3,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500,False,False,False,False,False,True,False,False,False,False,False,True
80,RL,,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,22.0,3,3,PConc,4,3,0,0,0,384,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,400,3,3,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,121.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,284.0,4,3,CBlock,4,3,0,0,0,1288,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1991.0,Unf,2,462,3,3,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000,False,False,False,False,False,True,False,False,False,False,False,True
60,RL,122.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,0,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2005.0,Fin,2,400,3,3,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000,False,False,False,False,False,True,False,False,False,False,False,True
160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,76.0,4,3,PConc,4,3,2,0,0,612,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2009.0,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500,False,False,False,False,False,True,False,False,False,False,False,True
50,C (all),105.0,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,0.0,2,2,CBlock,3,2,0,0,0,1013,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,0,,,,0,0,0,0,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,85000,False,False,False,False,False,True,False,False,False,False,False,True
20,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,0,588,0,402,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,,,,0,0,0,0,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600,False,True,False,False,False,False,False,False,False,False,False,True
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,3,Slab,0,0,0,0,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1950.0,Unf,2,420,3,3,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900,False,False,False,True,False,False,False,False,False,True,False,False
20,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,203.0,3,3,CBlock,3,3,0,600,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,1961.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600,False,False,False,False,True,False,False,False,False,False,False,True
30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,BrkTil,4,3,0,713,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1921.0,Unf,2,432,3,3,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500,False,False,False,False,False,False,False,False,False,False,False,True
190,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,2,1,1046,0,168,1214,GasW,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,1900.0,Unf,2,506,3,3,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900,False,False,False,False,True,False,False,False,False,False,False,True
60,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,PConc,4,3,0,648,0,176,824,GasA,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1997.0,RFn,2,684,3,3,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750,False,True,False,False,False,False,False,False,False,False,False,True
60,RL,,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,68.0,5,4,PConc,4,4,0,310,0,370,680,GasA,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,1993.0,Fin,2,420,3,3,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,183.0,4,3,PConc,4,3,2,1162,0,426,1588,GasA,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1999.0,RFn,2,472,3,3,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,48.0,3,3,CBlock,3,3,0,520,0,440,960,GasA,3,Y,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1965.0,Fin,1,432,3,3,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750,False,False,False,False,True,False,False,False,False,False,False,True
30,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,0,108,0,350,458,GasA,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,0,Basment,1920.0,Unf,1,366,2,3,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,0,569,0,381,950,GasA,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,0,,,,0,0,0,0,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950,False,False,False,False,False,False,False,False,False,False,False,True
20,RL,,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,28.0,3,3,PConc,3,3,1,1200,0,410,1610,GasA,4,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,1977.0,RFn,2,480,3,3,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000,False,False,False,False,False,False,False,False,False,False,False,True
60,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,336.0,4,3,CBlock,4,3,0,0,0,741,741,GasA,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1985.0,Fin,2,476,3,3,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000,False,False,False,False,False,True,False,False,False,False,False,True
90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,0.0,3,2,Slab,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1979.0,Unf,2,410,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964,False,False,False,True,False,False,False,False,False,True,False,False
20,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,0,0,0,1226,1226,GasA,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,3,740,3,3,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900,False,False,False,False,False,True,False,False,False,False,False,True
50,RM,,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,600.0,3,2,PConc,3,3,0,224,0,816,1040,GasA,5,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,3,Detchd,1951.0,Unf,1,240,3,3,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,169500,False,False,True,False,False,False,False,False,False,False,False,True
